"id","name","broader","narrower","used_for","related"
"XX35913","Food - Insects","Food","","Eating - Insects;Insects - Eating",""
"XX35765","Food - Insects - Grubs","Food - Insects","","Grubs - Eating;Eating - Insects - Grubs",""
"XX103455","Food - Meat","Food","","Meat","Food - Preparation - Cooking - Meat"
"XX35271","Food - Meat - Birds","Food - Meat","","Eating - Meat - Birds;Birds - Eating",""
"XX35633","Food - Meat - Birds - Emu","Food - Meat - Birds","","Eating - Meat - Emu;Emu eating;Emu - Eating;Emu as food;Emu meat",""
"XX35291","Food - Meat - Buffalo","Food - Meat","","Eating - Meat - Buffalo;Buffaloes - Eating",""
"XX102429","Food - Meat - Cat","Food - Meat","","Cat eating;Meat - Cat - Cooking;Eating - Cat;Cats - Eating",""
"XX35480","Food - Meat - Crocodile","Food - Meat","","Eating - Meat - Crocodile;Crocodile eating;Crocodiles - Eating",""
"XX35550","Food - Meat - Dugong","Food - Meat","","Eating - Meat - Dugong;Meat - Dugong;Dugong eating;Dugong - Eating;Dugong as food",""
"XX35555","Food - Meat - Echidna","Food - Meat","","Eating - Meat - Echidna;Echidna eating;Echidna - Eating",""
"XX43245","Food - Meat - Frog","Food - Meat","","Eating - Meat - Frog;Frogs - Eating;Frog eating",""
"XX103464","Food - Meat - Kangaroo / Wallaby","Food - Meat","","Food - Meat - Wallaby;Meat - Kangaroo / Wallaby;Meat - Wallaby;Kangaroo as food;Wallaby as food;Kangaroo / Wallaby as food",""
"XX103465","Food - Meat - Lizard / Goanna","Food - Meat","","Food - Meat - Goanna;Meat - Lizard / Goanna;Meat - Goanna;Goannas as food;Lizards as food;Lizard / Goanna as food",""
"XX36264","Food - Meat - Pig","Food - Meat","","Eating - Meat - Pig;Pigs - Eating",""
"XX103467","Food - Meat - Possum","Food - Meat","","Meat - Possum;Possum as food",""
"XX36374","Food - Meat - Rabbit","Food - Meat","","Rabbit  eating;Eating - Meat - Rabbit;Rabbits - Eating",""
"XX36477","Food - Meat - Seal","Food - Meat","","Eating - Meat - Seal;Seal eating;Seals - Eating",""
"XX36527","Food - Meat - Snake","Food - Meat","","Eating - Meat - Snake;Snake eating;Snakes - Eating",""
"XX36695","Food - Meat - Turtle","Food - Meat","","Turtle eating;Eating - Meat - Turtle;Turtles - Eating",""
"XX36778","Food - Meat - Wombat","Food - Meat","","Eating - Meat - Wombat;Wombat eating;Wombats - Eating",""
"XX103473","Food - Plants","Food","","Plants as food","Food - Preparation - Cooking - Plants"
"XX101371","Food - Plants - Cycads","Food - Plants","","Plants - Cycads -  eating;Eating - Plants - Cycads;Cycads eating;Cycads - Eating","Food - Preparation - Leaching"
"XX107989","Food - Plants - Seeds / Flour","Food - Plants","","Food - Seeds / Flour;Eating - Seeds / Flour;Seeds / Flour - Eating",""
"XX35492","Food - Plants - Seeds / Flour - Damper","Food - Plants - Seeds / Flour","","Food - Damper;Damper eating;Eating damper;Eating - Damper",""
"XX103474","Food - Plants - Yams","Food - Plants","","Plants as food - Yams;Yams as food",""
"XX37908","Food - Preparation","Food","","Food preparation;Preparation of food",""
"XX35440","Food - Preparation - Cooking","Food - Preparation","","Preparation of food - Cooking;Cooking",""
"XX36103","Food - Preparation - Cooking - Meat","Food - Preparation - Cooking","","Preparation of food - Cooking - Meat;Cooking - Meat;Meat cooking;Meat - Cooking;Meat - Preparation - Cooking","Food - Meat"
"XX36267","Food - Preparation - Cooking - Plants","Food - Preparation - Cooking","","Preparation of food - Cooking - Plants;Cooking - Plants;Plant cooking;Cooking plants;Plants - Preparation - Cooking;Plants - Cooking","Food - Plants"
"XX43156","Food - Preparation - Cooking - Seafood","Food - Preparation - Cooking","","Preparation of food - Cooking - Seafood;Seafood / Shellfish cooking;Seafood cooking;Shellfish cooking;Cooking - Seafood;Cooking - Shellfish;Shellfish - Cooking;Shellfish - Preparation - Cooking","Food - Seafood"
"XX103400","Food - Preparation - Leaching","Food - Preparation","","Preparation of food - Leaching;Leaching - Food - Preparation","Food - Plants - Cycads"
"XX103401","Food - Seafood","Food","","Seafood","Food - Preparation - Cooking - Seafood"
"XX103402","Food - Seafood - Fish","Food - Seafood","","Seafood - Fish;Fish as food",""
"XX103450","Food - Seafood - Seaweed","Food - Seafood","","Seaweed as food;Seafood - Seaweed",""
"XX103451","Food - Seafood - Shellfish","Food - Seafood","","Seafood - Shellfish;Shellfish as food",""
"XX35716","Food - Sociocultural aspects","Food","","",""
"XX35717","Food - Sociocultural aspects - Avoidance","Food - Sociocultural aspects","","Social organisation - Avoidance rules - Food;Food avoidance;Food - Avoidance;Food - Taboos;Taboos - Food;Avoidance rules - Food","Social organisation - Avoidance rules"
"XX35720","Food - Sociocultural aspects - Sharing","Food - Sociocultural aspects","","Food sharing;Food - Sharing;Sharing - Food",""
"XX101933","Forestry","","","Forests and forestry",""
"XX35723","Forestry - Sawmills","Forestry","","Sawmills",""
"XX35729","Gathering","","","","Hunting, gathering and fishing"
"XX35301","Gathering - Bush tucker","Gathering","","Bush tucker - Gathering and digging;Bush tucker - Digging and gathering;Bush tucker gathering and digging;Digging - Bush tucker",""
"XX35606","Gathering - Eggs","Gathering","","Eggs - Gathering;Egg gathering",""
"XX35839","Gathering - Honey","Gathering","","Honey - Gathering;Honey gathering;Sugarbag gathering","Gathering - Insects"
"XX35914","Gathering - Insects","Gathering","","Insects - Gathering;Insect gathering",""
"XX35187","Gathering - Insects - Ants and termites","Gathering - Insects","","Ants - Gathering;Termites - Gathering;Gathering - Ants and termites;Ant and termite gathering",""
"XX35766","Gathering - Insects - Grubs","Gathering - Insects","","Grubs - Gathering;Grub gathering;Witchetties - Gathering",""
"XX36268","Gathering - Plants","Gathering","","Plants - Gathering;Plant gathering",""
"XX35553","Gathering - Plants - Dyestuff","Gathering - Plants","","Dyestuff - Gathering and digging;Gathering - Dyestuffs;Digging - Dyestuff;Dystestuff gathering and digging",""
"XX36459","Gathering - Plants - Roots and tubers","Gathering - Plants","","Roots and tubers - Gathering and digging;Digging - Roots and tubers;Tubers - Gathering;Tubers - Digging;Gathering - Tubers;Root and tuber gathering and digging",""
"XX36480","Gathering - Plants - Seeds","Gathering - Plants","","Seeds - Gathering and winnowing;Winnowing - Seeds;Gathering - Seeds;Seed gathering and winnowing",""
"XX36783","Gathering - Plants - Yams","Gathering - Plants","","Yams - Gathering and digging;Digging - Yams;Yams - Digging;Yam gathering and digging",""
"XX36475","Gathering - Seafood / Shellfish","Gathering","","Seafood - Gathering;Shellfish - Gathering;Gathering - Shellfish;Seafood / shellfish gathering",""
"XX98024","Gender relations","","","Male-female relations;Male-female relationships;Man-woman relationships","Sex relations"
"XX36487","Gender relations - Betrothal","Gender relations","","Betrothal;Promises",""
"XX36489","Gender relations - Courtship","Gender relations","","Courtship",""
"XX36490","Gender relations - De facto relationships","Gender relations","","De facto relationships",""
"XX35547","Gender relations - Division of labour","Gender relations","","Division of labour - Gender role;Gender relations - Division of labour - Gender role","Gender relations - Gender roles"
"XX36491","Gender relations - Divorce and marital breakdown","Gender relations","","Divorce and marital breakdown;Marital breakdown;Marriage - Breakdown","Demography - Marriage and divorce rates"
"XX36492","Gender relations - Elopement","Gender relations","","Elopement","Social organisation - Kinship - Marriage - Wrong marriage"
"XX35679","Gender relations - Feminism","Gender relations","","Feminism",""
